ISO Code,CountryName,Year,Preterm,Intrapartum,Sepsis,Tetanus,Congenital,Pneumonia,Diarrhoea,Malaria,AIDS,Measles,Injury,Meningitis,Other,Total,Pneumonia (Newborn),Preterm (Newborn),Intrapartum (Newborn),Sepsis (Newborn),Tetanus (Newborn),Congenital (Newborn),Diarrhoea (Newborn),Other (Newborn),"Pneumonia 
(1-59 months)","Diarrhoea
(1-59 months)","Malaria
(1-59 months)","AIDS
(1-59 months)","Measles
(1-59 months)","Injuries 
(1-59 months)","Meningitis 
(1-59 months)","Other 
(1-59 months)",Total,Pneumonia ,Diarrhoea ,Malaria ,AIDS ,Measles ,Injuries ,Meningitis ,Other ,Total,Pneumonia ,Preterm ,Intrapartum ,Sepsis ,Tetanus ,Congenital ,Diarrhoea ,Other ,Total
SMR,San Marino,2016,0,0,0,0,8.2,0,0,0,0,0,0,0,91.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,100
STP,Sao Tome & Principe,2016,14.2,12.2,7.1,0.1,10,12.6,7.7,0,0.4,9.9,7,0.9,17.9,100,2.7,12.4,11.2,7.1,0.1,7.2,0.1,2.9,10,7.6,0,0.4,9.9,6.6,0.9,20.9,100,17.7,13.5,0,0.7,17.6,11.7,1.6,37.2,100,6.1,28.3,25.6,16.3,0.3,16.5,0.2,6.7,100
SAU,Saudi Arabia,2016,24.5,8.1,3.3,0,26.6,5.6,1.1,0,0.1,0,9.9,1.2,19.6,100,0.8,21.7,7.4,3.3,0,14.9,0,5.7,4.9,1.1,0,0.1,0,9.5,1.2,29.4,100,10.5,2.3,0,0.3,0,20.6,2.6,63.6,100,1.4,40.4,13.8,6.2,0,27.6,0,10.5,100
SEN,Senegal,2016,14.2,12.6,10,0.2,8.3,15.2,7.8,4.1,0.8,0.5,7.9,1.7,16.7,100,2.9,12.1,11.5,10,0.2,5.1,0.2,2.6,12.3,7.6,4.1,0.8,0.5,7.6,1.7,20.8,100,22.2,13.7,7.4,1.4,1,13.8,3,37.6,100,6.5,27.1,25.9,22.5,0.4,11.4,0.4,5.7,100
SRB,Serbia,2016,44.2,11.1,1.4,0,20.8,3.7,0.1,0,0,0,4.1,1.2,13.4,100,1.4,39.8,9.1,1.4,0,9.4,0,2.5,2.3,0.1,0,0,0,3.6,1.2,29.2,100,6.3,0.3,0,0,0,10,3.4,80.1,100,2.2,62.6,14.3,2.2,0,14.8,0,3.9,100
SYC,Seychelles,2016,26.2,8.2,6.8,0,24.5,6.1,0.9,0,0,0,8.9,0.8,17.6,100,1.8,24.7,7.6,6.8,0,15.8,0,6.9,4.3,0.9,0,0,0,8.4,0.8,22,100,11.9,2.4,0,0,0,23,2.3,60.4,100,2.9,38.8,12,10.6,0,24.8,0,10.9,100
SLE,Sierra Leone,2016,10.2,9.3,6.1,0.3,4.3,13.3,9,19.6,0.7,6.7,4.8,1.3,14.5,100,1.9,8.2,8.4,6.1,0.3,1.6,0.2,1.7,11.4,8.8,19.6,0.7,6.7,4.6,1.3,18.4,100,15.9,12.3,27.3,1,9.3,6.4,1.9,25.8,100,6.8,28.9,29.7,21.4,0.9,5.8,0.6,5.9,100
SGP,Singapore,2016,19.9,2.8,2.1,0,31.4,10.2,1.1,0,0,0,6.8,0.5,25.2,100,0,15.6,2.4,2.1,0,12,0,7.4,10.2,1.1,0,0,0,6.8,0.5,41.8,100,16.9,1.8,0,0,0,11.3,0.8,69.2,100,0,39.5,6,5.3,0,30.4,0,18.8,100
SVK,Slovakia,2016,29.3,4.8,0.9,0,33.8,10.2,0.4,0,0,0,3.5,1.2,16,100,1.5,24,3.8,0.9,0,17.1,0,3.3,8.7,0.4,0,0,0,3,1.2,36.1,100,17.6,0.8,0,0,0,6.2,2.4,73,100,2.9,47.5,7.5,1.8,0,33.8,0,6.6,100
SVN,Slovenia,2016,33,4.5,5.6,0,28.7,1.4,0,0,0,0,4.7,0,22.1,100,1.4,22,3.5,5.6,0,19.7,0,5,0,0,0,0,0,3.6,0,39.2,100,0,0,0,0,0,8.5,0,91.5,100,2.4,38.6,6.1,9.9,0,34.4,0,8.7,100
SLB,Solomon Islands,2016,14.7,10.7,6,0.1,11.3,17.9,7.2,2,0,0,8.6,2.5,19,100,2.3,12.6,9.3,6,0.1,7.3,0.2,2.7,15.6,7.1,2,0,0,8.4,2.5,24,100,26.2,11.9,3.4,0,0,14.1,4.2,40.3,100,5.7,31.2,23.1,14.8,0.3,18,0.4,6.5,100
SOM,Somalia,2016,9,12.8,3.5,2,4.5,23.3,13.3,1,0.2,7.6,5.5,4.5,12.7,100,3,7.1,11.6,3.5,2,2.1,0.3,1.7,20.3,13,1,0.2,7.6,5.2,4.5,16.8,100,29.6,18.9,1.5,0.3,11,7.6,6.5,24.5,100,9.6,22.6,37,11.3,6.4,6.6,0.9,5.5,100
ZAF,South Africa,2016,13.2,7.2,4.1,0,9,16.7,8.3,0,8,0.6,8.9,1.2,22.8,100,1.5,10.3,5.8,4.1,0,2.9,0,4.2,15.2,8.3,0,7.9,0.6,8.5,1.2,29.5,100,21.3,11.7,0,11,0.9,11.9,1.6,41.5,100,5.3,35.8,20.2,14.1,0,10,0,14.7,100
SSD,South Sudan,2016,13.1,15.2,5.7,2.5,5.4,20.8,8.8,5.4,3,0.5,5.3,3,11.5,100,3.6,11.5,14.2,5.7,2.5,3.3,0.3,2.1,17.2,8.5,5.4,3,0.5,5,3,14.3,100,30.3,14.9,9.4,5.2,0.8,8.8,5.3,25.2,100,8.3,26.6,32.9,13.2,5.7,7.7,0.8,4.8,100
ESP,Spain,2016,21.8,8.8,5.9,0,26.2,2.1,0.3,0,0,0,5,1.3,28.6,100,0.6,18,7.8,5.9,0,14.8,0,12.4,1.5,0.3,0,0,0,4.7,1.2,32.8,100,3.6,0.8,0,0,0,11.7,3.1,80.8,100,1,30.3,13,9.9,0,24.9,0,20.9,100
LKA,Sri Lanka,2016,21.2,7.8,2.3,0.9,27.8,5.7,1.7,0,0,0,7.1,0.7,24.7,100,1.7,19.8,6.8,2.3,0.9,14.4,0,9.8,4,1.7,0,0,0,6.6,0.7,31.3,100,9.1,3.7,0,0.1,0,14.8,1.7,70.6,100,3,35.6,12.2,4.1,1.6,25.8,0,17.7,100
VCT,St Vincent & the Grenadines,2016,25.2,7.8,10.8,0,23.1,11.1,4.3,0,0,0,2.6,0,15.2,100,3.4,21,6.2,10.8,0,14.2,0,6.4,7.7,4.3,0,0,0,2.6,0,23.3,100,20.2,11.4,0,0,0,6.9,0,61.4,100,5.5,33.8,10.1,17.3,0,22.9,0,10.4,100
SDN,Sudan,2016,20.3,11.2,8.3,0.5,6.2,14.8,8.8,1.3,0.3,0.8,7.3,1.3,18.9,100,2.9,18.4,10,8.3,0.5,3.6,0.3,2.1,11.9,8.5,1.3,0.3,0.8,7,1.3,22.9,100,22.1,15.7,2.4,0.6,1.5,12.9,2.5,42.3,100,6.3,40,21.8,18,1,7.8,0.7,4.5,100
SUR,Suriname,2016,24.6,11.6,8.3,0,15.7,6.8,1.6,0,1.4,0,10.7,1.5,17.8,100,0.1,23,10.1,8.3,0,8.6,0,3.1,6.7,1.6,0,1.4,0,10.1,1.5,25.6,100,14.3,3.5,0,2.9,0,21.6,3.2,54.6,100,0.3,43.3,18.9,15.7,0,16.1,0,5.8,100
SWZ,Swaziland,2016,13.6,9.7,4.8,0.2,9.4,15.6,8.1,0,10.4,0,7.6,1.1,19.6,100,2,10.6,8.3,4.8,0.2,2.9,0.1,1.9,13.7,8,0,10.3,0,7.3,1.1,28.9,100,19.7,11.5,0,14.8,0,10.6,1.6,41.7,100,6.4,34.6,27.1,15.5,0.5,9.4,0.3,6.2,100
SWE,Sweden,2016,17.1,11.1,3.1,0,28.3,3.1,0.5,0,0.1,0,4.6,0.4,31.6,100,0.2,11.9,10.7,3.1,0,15.9,0,14,2.9,0.5,0,0.1,0,4.4,0.4,35.8,100,6.6,1.2,0,0.3,0,10,0.9,81,100,0.4,21.3,19.2,5.6,0,28.5,0,25.1,100
CHE,Switzerland,2016,29.5,9.1,3.3,0,33.5,1.4,0.2,0,0,0,5.1,0.5,17.4,100,0.3,27.9,8.5,3.3,0,23.2,0,8.2,1,0.2,0,0,0,4.6,0.5,22.2,100,3.6,0.8,0,0,0,16.2,1.6,77.7,100,0.5,39.1,11.9,4.6,0,32.4,0,11.5,100
SYR,Syria,2016,18.1,7.8,3.9,0.6,17,9.4,20.3,0,0,0.3,9.3,0.5,12.5,100,2.6,17.6,7.4,3.9,0.5,11.7,0,5.1,6.8,20.3,0,0,0.3,8.8,0.5,14.2,100,13.4,39.8,0,0.1,0.6,17.3,1.1,27.7,100,5.3,36,15.2,7.9,1.1,23.9,0,10.5,100
TJK,Tajikistan,2016,16.3,13.3,6.8,0.2,10,17.8,6.7,0,0,0,8,2,18.8,100,2.8,14.7,11.7,6.8,0.2,6.7,0.2,3.5,15,6.5,0,0,0,7.1,2,22.7,100,28.1,12.2,0,0.1,0,13.4,3.8,42.5,100,6.1,31.6,25.1,14.6,0.5,14.3,0.4,7.6,100
TZA,Tanzania,2016,11.5,13.7,7.6,0.2,8.5,15,8.1,5.5,3,0,8.4,1.1,17.3,100,2.8,9.5,12.1,7.6,0.2,4.5,0.1,2.5,12.2,7.9,5.5,3,0,8.1,1.1,22.8,100,20.2,13.1,9,4.9,0,13.3,1.9,37.5,100,7.1,24,30.8,19.3,0.6,11.4,0.3,6.4,100
THA,Thailand,2016,24.2,8.2,4,0.5,26.7,8.2,2.4,0.1,0.2,0.1,6.4,0.7,18.6,100,2.1,22.5,7.6,4,0.5,15.4,0,7,6.1,2.4,0.1,0.2,0.1,5.8,0.7,25.7,100,14.9,5.8,0.2,0.4,0.2,14.2,1.8,62.6,100,3.5,38.2,12.8,6.8,0.8,26.1,0,11.9,100
TLS,Timor Leste,2016,11.5,14.2,8.2,0.3,7.5,21.5,9.7,0,0.1,0,8.6,1.9,16.5,100,3.2,9.6,13.2,8.2,0.3,5.6,0.2,3.8,18.3,9.5,0,0.1,0,8,1.9,18.2,100,32.6,16.9,0,0.2,0,14.2,3.5,32.5,100,7.3,21.8,29.9,18.6,0.7,12.6,0.5,8.6,100
TGO,Togo,2016,10.9,12,6.5,0.3,5.7,15.1,7.4,18.8,2,0.5,5.5,2.2,13,100,2.6,9.3,11,6.5,0.3,3.1,0.2,2.1,12.6,7.2,18.8,2,0.5,5.2,2.2,16.4,100,19.3,11.1,28.9,3.1,0.8,8.1,3.4,25.3,100,7.4,26.4,31.4,18.5,0.9,8.8,0.5,6.1,100
TON,Tonga,2016,19.1,5.9,4.3,0,23.8,10.3,5.4,0,0,0,10.4,1.6,19.2,100,2.4,17.3,4.9,4.3,0,10.5,0,2.6,8,5.4,0,0,0,9.9,1.6,33.3,100,13.7,9.2,0,0,0,17.1,2.7,57.3,100,5.6,41.2,11.6,10.2,0,25.1,0,6.2,100
TTO,Trinidad & Tobago,2016,28.2,8.7,5.9,0,20.9,7.4,0.5,0,0.8,0,5.9,1.1,20.6,100,4,28.2,8.7,5.9,0,11.5,0,8.9,3.5,0.5,0,0.7,0,5.6,0.9,21.6,100,10.5,1.4,0,2.1,0,17.2,2.9,65.8,100,5.9,41.9,13,8.8,0,17.2,0,13.2,100
TUN,Tunisia,2016,24.9,11.1,3,0.6,25.4,7.9,2.4,0,0.1,0,3.2,0.9,20.5,100,2.2,20.7,9.9,3,0.6,15.1,0,8,5.7,2.4,0,0.1,0,2.6,0.9,28.9,100,14,5.8,0,0.3,0,6.3,2.3,71.3,100,3.7,34.7,16.6,5,1.1,25.4,0,13.5,100
TUR,Turkey,2016,24.2,5.1,3.4,0,33.1,3.8,0.9,0,0,0,4.4,0.6,24.6,100,0.7,20.8,4,3.4,0,15.6,0,6.7,3.2,0.9,0,0,0,4.3,0.6,39.9,100,6.5,1.8,0,0,0,8.8,1.2,81.7,100,1.3,40.8,7.7,6.6,0,30.5,0,13.1,100
TKM,Turkmenistan,2016,16.2,13.2,6.1,0.2,12.2,16.8,8,0,0.4,0,7.2,1.2,18.5,100,2.6,14.5,11.1,6.1,0.2,6,0.2,3.4,14.2,7.8,0,0.4,0,6.4,1.2,26,100,25.3,14,0,0.8,0,11.5,2.1,46.4,100,5.9,33,25.1,13.9,0.5,13.6,0.3,7.6,100
TUV,Tuvalu,2016,29.1,11.1,6.6,0,19.9,11.4,2.8,0,0,0,5.6,1.2,12.4,100,3.7,27.4,10.1,6.6,0,13.7,0,5.2,7.8,2.8,0,0,0,4.8,1.2,16.8,100,23.3,8.4,0,0,0,14.5,3.5,50.4,100,5.5,41.1,15.2,9.8,0,20.6,0,7.8,100
UGA,Uganda,2016,12.8,13.4,7.9,0.2,8.1,16.2,7.8,6.7,2.2,0.1,7,2.2,15.5,100,2.9,11.1,12.1,7.9,0.2,4.8,0.2,2.6,13.4,7.6,6.7,2.2,0.1,6.6,2.2,19.7,100,22.9,13.1,11.4,3.7,0.1,11.3,3.8,33.8,100,6.9,26.6,29,18.9,0.5,11.6,0.4,6.1,100
UKR,Ukraine,2016,24.5,6.9,2.5,0,26.4,7.7,7,0,2,0.8,5.5,0.9,15.7,100,3.4,24.2,6.8,2.5,0,17,0,4.9,4.3,7,0,1.9,0.8,4.6,0.9,21.6,100,10.3,17,0,4.7,2,11.2,2.3,52.4,100,5.8,41.2,11.5,4.3,0,28.9,0,8.4,100
ARE,United Arab Emirates,2016,24.9,7.8,2.2,0,30.1,4.6,0.7,0,0.1,0,9.4,1,19.3,100,0.4,21.4,6.7,2.2,0,15.6,0,5.3,4.1,0.7,0,0.1,0,9,1,33.6,100,8.5,1.4,0,0.1,0,18.6,2.1,69.3,100,0.8,41.5,13,4.2,0,30.3,0,10.3,100
GBR,United Kingdom,2016,36.7,6.1,1,0,27.5,3.9,0.3,0,0,0,3.8,1.2,19.6,100,0.8,32,5.4,1,0,18,0,3.3,3,0.3,0,0,0,3.5,1.2,31.5,100,7.7,0.7,0,0,0,8.9,3,79.7,100,1.4,52.9,9,1.7,0,29.7,0,5.4,100
USA,United States of America,2016,27.8,4.8,2.5,0,25,2.8,1.4,0,0,0,12,0.5,23.2,100,0.2,25.9,4.5,2.5,0,14.2,0,9.9,2.5,1.4,0,0,0,11.4,0.5,26.9,100,5.9,3.4,0,0,0,26.7,1.1,62.9,100,0.4,45.3,7.8,4.4,0,24.8,0,17.3,100
URY,Uruguay,2016,21.8,6.9,6.2,0,35.1,4,1.1,0,0,0,7.2,1.7,16.1,100,0.4,19.4,6.6,6.2,0,17,0,4.6,3.6,1.1,0,0,0,6.9,1.7,32.5,100,7.8,2.3,0,0,0,15,3.7,71.1,100,0.7,35.8,12.2,11.5,0,31.4,0,8.5,100
UZB,Uzbekistan,2016,19.9,14.5,7.3,0.1,16.6,13.9,4.7,0,0.1,0,7,1.2,14.6,100,3,18.6,12.8,7.3,0.1,11.4,0.1,3.9,10.9,4.6,0,0.1,0,5.4,1.2,20.5,100,25.5,10.9,0,0.2,0,12.6,2.7,48.1,100,5.3,32.4,22.4,12.7,0.3,19.9,0.2,6.8,100
VUT,Vanuatu,2016,18.2,7.5,3.2,1,16.5,14.1,15.6,0.5,0,0,4.9,1.3,17,100,3.4,17.5,7,3.2,1,8.2,0,3.1,10.7,15.6,0.5,0,0,4.3,1.3,24,100,19,27.6,0.9,0,0,7.7,2.4,42.4,100,7.8,40.2,16.2,7.4,2.2,19,0,7.1,100
VEN,Venezuela,2016,25.9,9.3,10.1,0,20,10.3,4.2,0.7,0.3,0,7.8,1.3,10,100,4.2,25.1,9,10.1,0,11,0,3.7,6.1,4.2,0.7,0.3,0,7.3,1.2,17.1,100,16.5,11.3,2,0.7,0,19.8,3.2,46.4,100,6.7,39.6,14.2,16,0,17.5,0,5.9,100
VNM,Vietnam,2016,23.2,7.8,4.6,0.3,22.5,12.4,5.9,0,0.3,0.1,6.2,1.5,15.2,100,4,21.6,7.2,4.6,0.3,12.1,0,3.6,8.4,5.9,0,0.3,0.1,5.5,1.5,24.8,100,18.2,12.7,0,0.6,0.2,11.8,3.1,53.3,100,7.5,40.4,13.5,8.6,0.6,22.7,0,6.7,100
YEM,Yemen,2016,18.9,12.8,7.3,0.8,6.8,16.7,7.8,0.6,0.1,0.1,9.9,1.4,16.8,100,3.5,16.8,12.1,7.3,0.8,4.7,0.5,3.4,13.2,7.3,0.6,0.1,0.1,9.4,1.4,18.8,100,25.9,14.3,1.2,0.1,0.2,18.5,2.7,37,100,7.1,34.1,24.7,14.8,1.6,9.6,1,6.9,100
ZMB,Zambia,2016,12.1,12.6,6.6,0.3,7,14.3,7.6,6.6,9.5,0.2,6.6,1.2,15.6,100,2.6,10.6,11,6.6,0.2,3.8,0.2,2.4,11.7,7.4,6.6,9.4,0.2,6.2,1.2,20.1,100,18.6,11.8,10.5,14.9,0.4,9.9,1.9,32,100,7,28.4,29.5,17.6,0.7,10.1,0.4,6.3,100
ZWE,Zimbabwe,2016,16.2,12.4,6,0.3,8.9,14.7,8.4,2.2,4.3,0,7,1.4,18.1,100,2.7,13.7,11.3,6,0.3,4.6,0.2,2.2,11.9,8.2,2.2,4.2,0,6.6,1.4,24.3,100,20.3,14,3.7,7.2,0,11.2,2.3,41.2,100,6.7,33.2,27.6,14.7,0.8,11.2,0.4,5.4,100
AFG,Afghanistan,2000,14.2,12.7,5,8.6,3.6,18,12.8,0.2,0,8.3,3.8,3.2,9.5,100,3.4,12.8,12.4,5,8.5,2.3,0.5,2.8,14.5,12.3,0.2,0,8.3,3.3,3.2,10.4,100,27.8,23.6,0.3,0,15.9,6.3,6.2,19.9,100,7.2,26.7,25.9,10.5,17.9,4.8,1.1,5.9,100
ALB,Albania,2000,19,5.9,3.3,0.2,20.2,18.8,2.8,0,0,0.1,11.6,2.5,15.4,100,4.5,18.4,5.4,3.3,0.2,8.1,0,2.1,14.4,2.8,0,0,0.1,11.1,2.5,27.2,100,24.7,4.8,0,0.1,0.2,19.1,4.3,46.9,100,10.7,43.9,12.8,7.9,0.6,19.3,0,4.9,100
DZA,Algeria,2000,22.1,11.6,6.2,0.4,10.4,15.6,8.1,0,0,6.1,5.2,1.5,12.7,100,2.7,20.3,11,6.2,0.4,7.2,0.2,2.7,12.9,8,0,0,6.1,4.7,1.5,16.1,100,26.1,16.2,0,0.1,12.5,9.6,3,32.7,100,5.3,40,21.8,12.3,0.7,14.2,0.3,5.4,100
AND,Andorra,2000,55.1,0,0,0,21.7,0.7,0,0,0,0,0.1,0.3,21.9,100,0,33.3,0,0,0,0,0,0,0.7,0,0,0,0,0.1,0.3,65.5,100,1.1,0.1,0,0,0,0.2,0.5,98.2,100,0,100,0,0,0,0,0,0,100
AGO,Angola,2000,9.2,9.2,3.3,1.7,3.9,21.1,21.1,8.7,0.6,1,3.5,4.7,12.2,100,2,7.6,8.3,3.3,1.7,1.8,0.3,1.4,19.1,20.8,8.7,0.6,1,3.3,4.7,15.7,100,25.9,28.2,11.8,0.8,1.3,4.4,6.4,21.3,100,7.6,28.9,31.7,12.4,6.3,6.8,1.1,5.2,100
ATG,Antigua & Barbuda,2000,34.4,22.4,0,0,20.2,0,0,0,0,0,1.4,1.4,20.3,100,0,31.3,19.4,0,0,13.5,0,3.8,0,0,0,0,0,1.4,1.4,29.3,100,0,0,0,0,0,4.2,4.2,91.5,100,0,46,28.6,0,0,19.8,0,5.6,100
ARG,Argentina,2000,28.8,6.4,6.2,0,23.7,6.6,2,0,0.4,0,8.2,1.5,16.2,100,1.1,26.8,5.8,6.2,0,13.2,0,5,5.6,2,0,0.4,0,7.5,1.4,25.2,100,13.2,4.8,0,0.9,0,17.8,3.2,60,100,1.9,46.1,10.1,10.7,0,22.7,0,8.6,100
ARM,Armenia,2000,24,7.5,4.6,0,16.8,19.8,3.9,0,0.2,0.3,9,2.3,11.6,100,5.9,23.2,6.6,4.6,0,8.8,0,2.5,13.9,3.9,0,0.2,0.3,8.4,2.3,19.4,100,28.8,8.1,0,0.4,0.5,17.3,4.7,40.2,100,11.5,44.9,12.9,8.9,0,17,0,4.9,100
AUS,Australia,2000,17.5,9.8,2.5,0,28.1,2.6,0.1,0,0,0,10.8,1.8,26.8,100,0.3,13.2,9.1,2.5,0,17.4,0,13.9,2.2,0.1,0,0,0,10.4,1.6,29.3,100,5.1,0.2,0,0,0,23.8,3.7,67.1,100,0.6,23.4,16.1,4.4,0,30.9,0,24.6,100
AUT,Austria,2000,22.5,5.6,1.3,0,37.7,1.8,0.3,0,0,0,9.8,1.4,19.6,100,0.7,21.3,5.3,1.3,0,20.7,0,6.2,1.1,0.3,0,0,0,8.4,1.4,33.1,100,2.6,0.6,0,0,0,19,3.2,74.5,100,1.2,38.4,9.6,2.4,0,37.2,0,11.2,100
AZE,Azerbaijan,2000,21.1,12.1,4.2,0.8,7.2,19,12.3,0,0,0.2,5.2,2.3,15.4,100,2.6,19.9,10.6,4.2,0.8,3.9,0.4,2.7,16.4,11.8,0,0,0.2,4.9,2.3,19.1,100,29.9,21.6,0,0,0.4,8.9,4.3,34.8,100,5.9,43.9,23.5,9.3,1.9,8.7,1,5.9,100
BHS,Bahamas,2000,18.7,11.2,6,0,17.4,23.2,1,0,1,0,10.8,0.9,10,100,10.4,14.8,10.2,6,0,7.8,0,2,12.8,1,0,1,0,10.8,0.9,22.4,100,26.2,2,0,2,0,22.1,1.8,45.9,100,20.3,29,20,11.7,0,15.2,0,3.9,100
BHR,Bahrain,2000,18.7,6.8,1.5,0,37.3,1.5,0.7,0,0,0,15,0,18.5,100,0,12.8,6,1.5,0,17.3,0,3,1.5,0.7,0,0,0,15,0,42.1,100,2.5,1.3,0,0,0,25.3,0,70.9,100,0,31.5,14.8,3.7,0,42.6,0,7.4,100
BGD,Bangladesh,2000,14.6,13,10.7,1.3,4.4,20.1,12.4,0,0,4.1,5,3.2,11.3,100,3.9,13.2,12.5,10.7,1.3,3.1,0.7,3.8,16.2,11.7,0,0,4.1,4.5,3.2,11.1,100,32,23,0,0,8,8.9,6.3,21.9,100,7.9,26.9,25.4,21.7,2.6,6.4,1.4,7.7,100
BRB,Barbados,2000,40.5,19.6,0.8,0,8.1,0,0,0,4.4,0,4.2,2.6,19.8,100,0,36.3,15.5,0.8,0,3.9,0,3.6,0,0,0,4.4,0,4.2,2.6,28.8,100,0,0,0,11,0,10.6,6.4,72,100,0,60.5,25.8,1.4,0,6.4,0,5.9,100
BLR,Belarus,2000,21.3,6.8,2.8,0,27.4,14,1.8,0,0.1,0,8,2,15.8,100,3.2,18.9,5.3,2.8,0,12.6,0,3.8,10.9,1.8,0,0.1,0,7.3,2,31.2,100,20.3,3.4,0,0.2,0,13.7,3.8,58.5,100,6.8,40.6,11.5,5.9,0,27,0,8.1,100
BEL,Belgium,2000,17.1,8.8,2.1,0,30.7,1.2,0.7,0,0,0,10,4.1,25.3,100,0.3,13.4,7.9,2.1,0,18.4,0,8.5,0.9,0.7,0,0,0,9.4,4.1,34.2,100,1.9,1.4,0,0,0,19,8.3,69.4,100,0.6,26.4,15.6,4.2,0,36.3,0,16.8,100
BLZ,Belize,2000,27.9,12.8,5.7,0,18.1,9.2,3.6,0,1.3,0,8.8,2.6,10.1,100,0.8,26.8,12.2,5.7,0,13.3,0,1.7,8.4,3.6,0,0.9,0,8.4,2.6,15.6,100,21.2,9,0,2.2,0,21.2,6.6,39.7,100,1.3,44.3,20.2,9.4,0,21.9,0,2.8,100
BEN,Benin,2000,10.5,8.3,5.9,0.4,3.3,18.3,15.1,10.3,1.3,6.6,3.9,3.2,12.8,100,1.8,9,7.5,5.9,0.4,1.3,0.2,1.4,16.5,14.9,10.3,1.3,6.6,3.6,3.2,16,100,22.8,20.6,14.2,1.8,9.1,5,4.5,22.1,100,6.6,32.6,27.3,21.4,1.5,4.8,0.7,5.2,100
BTN,Bhutan,2000,12.1,12.3,8.4,0.5,5.8,21.7,13.6,0.3,0.1,2.6,6.5,2.9,13.1,100,2.8,10.2,11.4,8.4,0.5,3.2,0.4,3.1,18.9,13.2,0.3,0.1,2.6,5.5,2.9,16.4,100,31.6,22.1,0.5,0.1,4.4,9.1,4.9,27.3,100,7,25.5,28.6,20.9,1.2,7.9,0.9,7.9,100
BOL,Bolivia,2000,13.7,13.3,5.2,0.7,8.7,19.3,14.9,0,0.2,0,6.2,2.2,15.5,100,2.7,11.8,11.5,5.2,0.7,3.3,0.3,2.8,16.7,14.6,0,0.2,0,5.6,2.2,22.4,100,27,23.6,0.1,0.3,0,9,3.6,36.4,100,7,30.9,30,13.6,1.8,8.6,0.8,7.4,100
BIH,Bosnia & Herzegovina,2000,26,8.8,3.6,0,29.7,9.8,1.4,0,0,1.7,4.4,1.1,13.4,100,3.6,24.6,8,3.6,0,17.3,0,5.2,6.1,1.4,0,0,1.7,3.6,1.1,23.6,100,16.3,3.8,0,0.1,4.4,9.7,2.9,62.8,100,5.8,39.4,12.9,5.9,0,27.8,0,8.3,100
BWA,Botswana,2000,11.3,7.2,3.5,0.2,3,5.9,3.3,1,43.3,14.7,1.4,0.5,4.6,100,1.7,10.8,7,3.5,0.2,2.2,0.1,1.8,4.2,3.2,1,42.9,14.7,1.2,0.5,4.9,100,5.8,4.4,1.4,59,20.3,1.7,0.7,6.8,100,6.3,39.5,25.5,13,0.8,8.1,0.4,6.5,100
BRA,Brazil,2000,21.5,7.9,6.9,0,14.3,12.7,8,0,0.5,0,4.9,2.7,20.4,100,1.7,20.3,7.2,6.9,0,6.4,0,5,11.1,8,0,0.5,0,4.7,2.7,25.4,100,21.1,15.2,0.1,0.9,0,9,5.1,48.5,100,3.5,42.5,15.2,14.6,0,13.5,0,10.6,100
BRN,Brunei,2000,15.7,3.6,4.6,0,36,4.6,0.7,0,0,0,11.6,0.7,22.4,100,0.7,15.7,3.6,4.6,0,14.4,0,2.8,3.9,0.7,0,0,0,11.6,0.7,41.2,100,6.7,1.2,0,0,0,19.9,1.2,70.9,100,1.7,37.6,8.6,11,0,34.5,0,6.6,100
BGR,Bulgaria,2000,11.5,7.1,3.2,0,26.8,22.4,2.8,0,0,0,5.8,1.5,19,100,2.7,11.5,7.1,3.2,0,13.4,0,6.5,19.7,2.8,0,0,0,5.5,1.5,26.2,100,35.4,5,0,0,0,9.8,2.6,47.2,100,6,25.9,16,7.1,0,30.3,0,14.7,100
BFA,Burkina Faso,2000,8.1,6.6,4.1,0.6,1.9,10.2,8.5,34.6,2.2,12.5,1.9,2.9,5.9,100,1.6,7.4,6.2,4.1,0.6,1.1,0.2,1.1,8.6,8.3,34.6,2.2,12.5,1.6,2.9,7,100,11.1,10.7,44.5,2.8,16.1,2.1,3.7,9,100,7.1,33.1,28,18.3,2.8,5,0.9,4.8,100
BDI,Burundi,2000,8.8,8.4,3.8,0.7,2.7,17.5,13.3,20.1,2.8,4.9,3.5,4,9.5,100,2,7.6,7.7,3.8,0.7,1.3,0.2,1.3,15.5,13.1,20.1,2.7,4.9,3.3,4,11.7,100,20.5,17.4,26.7,3.6,6.5,4.4,5.3,15.6,100,8.1,30.8,31.3,15.4,2.7,5.3,1,5.4,100
KHM,Cambodia,2000,11.7,10.7,4.1,1.1,3.8,22.1,15.5,3.3,1,3.6,5.3,4.1,13.6,100,2.4,10.1,9.8,4.1,1.1,2,0.5,2.3,19.7,15,3.3,1,3.6,5,4.1,15.8,100,29.2,22.3,5,1.4,5.3,7.4,6.1,23.4,100,7.5,31.2,30.3,12.7,3.5,6.3,1.5,7.1,100
